id,yield
603,10.7
604,9.2
605,11.6
606,7.5
607,11.2
608,12.0
609,14.1
610,4.5
611,7.1
612,10.4
613,6.9
614,8.2
615,9.9
616,12.5
617,7.8
618,14.2
619,10.5
620,11.8
621,7.8
622,8.0
623,12.7
624,4.3
625,7.8
626,11.8
627,11.2
628,8.1
629,10.4
630,9.4
631,12.2
632,7.5
633,6.0
634,11.1
635,10.8
636,16.5
637,11.2
638,9.9
639,12.1
640,8.8
641,12.2
642,10.3
643,12.6
644,10.8
645,9.7
646,9.4
647,12.6
648,11.5
649,10.8
650,9.4
651,7.4
652,6.7
653,10.9
654,7.8
655,10.1
656,4.5
657,7.1
658,9.1
659,7.1
660,4.3
661,9.5
662,10.1
663,4.8
664,10.0
665,13.6
666,8.1
667,6.5
668,10.7
669,8.5
670,11.8
671,8.0
672,11.7
673,7.8
674,11.1
675,11.0
676,9.6
677,10.2
678,5.5
679,10.1
680,6.4
681,11.0
682,10.7
683,12.7
684,9.5
685,7.4
686,11.2
687,5.5
688,16.4
689,14.0
690,9.2
691,10.0
692,5.5
693,7.0
694,14.4
695,14.3
696,11.8
697,10.3
698,8.9
699,7.4
700,9.2
701,8.4
702,11.4
703,11.3
704,9.2
705,9.8
706,7.5
707,11.8
708,10.6
709,5.4
710,6.7
711,17.1
712,11.6
713,10.2
714,6.3
715,9.4
716,6.7
717,4.5
718,15.4
719,6.9
720,11.9
721,13.8
722,9.0
723,12.7
724,11.4
725,8.5
726,9.8
727,12.6
728,10.6
729,11.5
730,8.0
731,11.2
732,14.2
733,7.5
734,7.1
735,14.3
736,13.8
737,11.1
738,6.3
739,10.9
740,11.3
741,10.5
742,14.4
743,10.9
744,9.7
745,8.0
746,4.3
747,16.7
748,10.1
749,7.1
750,5.5
751,12.0
752,10.2
753,11.6
754,10.6
755,9.7
756,8.1
757,10.0
758,6.7
759,10.2
760,9.3
761,10.9
762,5.8
763,9.2
764,14.5
765,8.2
766,10.7
767,6.0
768,11.7
769,13.9
770,13.2
771,6.6
772,17.3
773,10.9
774,11.2
775,11.5
776,8.7
777,9.2
778,7.3
779,7.6
780,10.4
781,10.0
782,9.8
783,7.8
784,5.5
785,6.5
786,12.1
787,8.3
788,5.8
789,10.3
790,9.7
791,14.5
792,13.6
793,7.4
794,10.6
795,8.3
796,6.7
797,7.5
798,10.3
799,11.2
800,13.2
801,7.9
802,6.5
803,10.7
804,12.2
805,16.0
806,10.2
807,11.1
808,9.7
809,10.9
810,9.4
811,9.7
812,13.9
813,6.4
814,12.6
815,5.8
816,6.5
817,16.6
818,11.1
819,9.5
820,5.9
821,9.4
822,13.1
823,9.1
824,10.6
825,10.2
826,14.5
827,13.1
828,10.5
829,13.0
830,11.3
831,10.2
832,13.6
833,7.6
834,7.2
835,8.1
836,8.8
837,11.9
838,7.3
839,8.1
840,7.0
841,10.8
842,9.7
843,11.3
844,9.4
845,12.2
846,11.5
847,16.2
848,8.6
849,9.4
850,6.6
851,14.5
852,12.1
853,10.7
854,11.0
855,6.6
856,6.7
857,15.2
858,14.8
859,8.0
860,13.8
861,11.4
862,14.0
863,10.0
864,11.7
865,11.2
866,9.8
867,9.9
868,10.2
869,12.9
870,4.7
871,15.7
872,8.2
873,5.6
874,14.6
875,11.9
876,11.7
877,8.4
878,11.5
879,11.0
880,13.9
881,9.7
882,10.5
883,9.3
884,10.6
885,11.3
886,7.2
887,9.3
888,6.9
889,10.8
890,9.1
891,9.8
892,8.3
893,7.6
894,14.1
895,9.5
896,11.3
897,11.6
898,10.5
899,6.6
900,8.4
901,8.9
902,11.7
903,8.4
904,8.4
905,8.7
906,10.0
907,10.2
908,8.9
909,11.5
910,12.1
911,5.5
912,11.1
913,12.4
914,6.7
915,11.2
916,4.9
917,7.3
918,14.3
919,5.5
920,9.5
921,5.5
922,10.6
923,11.7
924,10.1
925,7.0
926,9.9
927,13.6
928,11.0
929,8.6
930,10.4
931,9.1
932,10.0
933,4.8
934,9.5
935,9.9
936,4.4
937,11.2
938,7.5
939,11.6
940,14.4
941,9.1
942,9.8
943,6.1
944,15.1
945,11.6
946,7.0
947,8.7
948,13.2
949,9.0
950,10.1
951,12.5
952,8.0
953,12.8
954,6.4
955,11.8
956,10.1
957,9.7
958,11.7
959,10.4
960,5.7
961,5.6
962,7.3
963,14.0
964,10.8
965,12.4
966,7.3
967,7.3
968,11.4
969,10.3
970,8.8
971,13.8
972,8.4
973,8.8
974,11.0
975,8.8
976,8.0
977,6.3
978,5.2
979,9.8
980,12.5
981,4.5
982,13.1
983,9.4
984,6.7
985,13.1
986,12.2
987,13.3
988,11.6
989,10.0
990,10.3
991,14.4
992,14.8
993,8.1
994,9.6
995,13.1
996,9.9
997,11.4
998,11.4
999,10.5
1000,16.7
1001,14.2
1002,8.0
1003,13.5
1004,8.0
1005,4.7
1006,16.5
1007,8.5
1008,4.9
1009,6.9
1010,11.8
1011,6.0
1012,11.0
1013,10.9
1014,11.2
1015,10.8
1016,7.2
1017,7.4
1018,7.7
1019,11.8
1020,15.3
1021,10.3
1022,14.9
1023,11.6
1024,10.7
1025,12.1
1026,4.5
1027,9.8
1028,11.1
1029,9.2
1030,8.8
1031,9.9
1032,4.6
1033,7.4
1034,7.8
1035,8.9
1036,9.5
1037,9.8
1038,9.5
1039,11.7
1040,7.3
1041,11.9
1042,8.4
1043,7.7
1044,7.7
1045,9.8
1046,7.7
1047,9.2
1048,11.0
1049,9.8
1050,8.6
1051,10.4
1052,10.2
1053,7.6
1054,11.7
1055,5.3
1056,8.4
1057,7.4
1058,10.1
1059,14.3
1060,5.9
1061,6.3
1062,11.8
1063,7.2
1064,11.2
1065,10.9
1066,8.6
1067,9.8
1068,9.8
1069,10.4
1070,12.8
1071,6.2
1072,10.7
1073,9.7
1074,7.3
1075,9.9
1076,8.3
1077,12.5
1078,6.3
1079,9.6
1080,9.2
1081,10.8
1082,12.3
1083,12.2
1084,11.7
1085,7.1
1086,10.9
1087,7.3
1088,13.0
1089,8.6
1090,11.2
1091,12.1
1092,8.9
1093,8.9
1094,10.6
1095,10.6
1096,9.1
1097,10.0
1098,9.9
1099,11.0
1100,5.7
1101,10.4
1102,11.4
1103,15.4
1104,8.7
1105,11.9
1106,11.2
1107,9.7
1108,11.5
1109,6.6
1110,11.5
1111,7.9
1112,15.1
1113,10.7
1114,7.9
1115,8.9
1116,12.7
1117,6.3
1118,11.5
1119,11.5
1120,10.6
1121,12.3
1122,10.0
1123,12.5
1124,12.8
1125,11.6
1126,10.0
1127,7.5
1128,10.2
1129,10.0
1130,11.7
1131,8.0
1132,9.5
1133,11.6
1134,5.4
1135,10.4
1136,8.6
1137,7.3
1138,7.7
1139,13.6
1140,11.0
1141,10.1
1142,10.5
1143,8.6
1144,17.4
1145,9.4
1146,13.3
1147,10.1
1148,10.8
1149,12.7
1150,9.8
1151,10.9
1152,9.7
1153,9.1
1154,9.2
1155,7.8
1156,9.0
1157,11.9
1158,7.0
1159,9.5
1160,8.9
1161,11.8
1162,9.8
1163,6.0
1164,7.7
1165,9.8
1166,11.4
1167,10.3
1168,7.9
1169,10.8
1170,11.2
1171,10.2
1172,11.0
1173,9.4
1174,7.6
1175,9.2
1176,9.6
1177,10.0
1178,9.9
1179,9.8
1180,14.0
1181,12.2
1182,9.4
1183,8.4
1184,10.8
1185,10.2
1186,15.3
1187,6.5
1188,9.6
1189,10.2
1190,4.1
1191,11.9
1192,8.9
1193,10.9
1194,5.7
1195,17.0
1196,6.6
1197,10.0
1198,8.3
1199,16.3
1200,7.7
1201,10.4
1202,6.7
1203,13.3
1204,6.9
1205,11.1
1206,4.9
1207,9.7
1208,8.1
1209,10.9
1210,10.9
1211,15.2
1212,11.4
1213,8.8
1214,10.8
1215,8.0
1216,13.6
1217,11.7
1218,9.8
1219,9.4
1220,11.4
1221,15.2
1222,11.3
1223,10.7
1224,14.7
1225,14.4
1226,12.0
1227,6.2
1228,11.8
1229,6.9
1230,11.3
1231,10.4
1232,9.0
1233,14.7
1234,10.8
1235,13.5
1236,10.0
1237,13.6
1238,10.1
1239,11.0
1240,8.2
1241,10.5
1242,4.3
1243,7.0
1244,9.9
1245,11.7
1246,7.0
1247,10.4
1248,8.0
1249,8.3
1250,6.7
1251,14.2
1252,7.4
1253,10.0
1254,9.3
1255,8.5
1256,10.8
1257,8.2
1258,9.8
1259,12.6
1260,10.2
1261,9.1
1262,9.1
1263,7.7
1264,11.4
1265,8.9
1266,7.2
1267,11.2
1268,10.0
1269,8.7
1270,11.4
1271,10.6
1272,10.8
1273,15.0
1274,9.4
1275,10.8
1276,6.9
1277,9.0
1278,7.9
1279,8.9
1280,12.6
1281,7.8
1282,9.5
1283,9.9
1284,10.2
1285,9.6
1286,4.6
1287,7.7
1288,6.3
1289,11.3
1290,9.3
1291,11.0
1292,9.4
1293,10.1
1294,11.4
1295,10.8
1296,9.5
1297,7.5
1298,7.0
1299,7.3
1300,14.4
1301,11.2
1302,10.6
1303,11.8
1304,6.9
1305,9.8
1306,10.3
1307,9.3
1308,14.8
1309,17.3
1310,9.0
1311,8.3
1312,8.0
1313,9.3
1314,11.2
1315,10.3
1316,10.6
1317,11.2
1318,11.3
1319,11.2
1320,13.1
1321,8.9
1322,7.0
1323,10.0
1324,7.7
1325,10.2
1326,10.8
1327,10.1
1328,10.3
1329,12.1
1330,6.7
1331,6.6
1332,9.2
1333,11.0
1334,8.1
1335,9.4
1336,7.0
1337,8.5
1338,10.1
1339,12.0
1340,8.6
1341,9.0
1342,9.3
1343,8.9
1344,10.8
1345,11.0
1346,17.0
1347,9.1
1348,11.6
1349,9.6
1350,10.6
1351,10.1
1352,12.8
1353,9.8
1354,9.0
1355,6.7
1356,9.3
1357,9.6
1358,7.3
1359,8.5
1360,10.4
1361,10.9
1362,10.6
1363,11.8
1364,4.9
1365,8.9
1366,10.3
1367,11.8
1368,10.2
1369,6.6
1370,7.9
1371,11.6
1372,10.8
1373,7.9
1374,5.8
1375,14.6
1376,10.6
1377,9.8
1378,10.6
1379,14.2
1380,8.1
1381,8.3
1382,10.1
1383,11.8
1384,9.7
1385,6.3
1386,14.4
1387,10.9
1388,11.4
1389,9.8
1390,12.7
1391,8.9
1392,7.6
1393,12.6
1394,9.1
1395,5.7
1396,10.6
1397,6.9
1398,11.0
1399,12.6
1400,11.9
1401,10.8
1402,11.0
1403,4.3
1404,4.9
1405,10.2
1406,8.5
1407,10.5
1408,14.4
1409,10.5
1410,11.4
1411,6.1
1412,9.6
1413,11.6
1414,10.5
1415,10.7
1416,10.8
1417,10.1
1418,9.0
1419,7.8
1420,8.8
1421,10.9
1422,7.9
1423,9.5
1424,10.1
1425,8.9
1426,9.4
1427,8.2
1428,11.8
1429,6.3
1430,10.5
1431,11.1
1432,9.0
1433,10.6
1434,11.5
1435,9.7
1436,11.5
1437,7.3
1438,7.8
1439,11.1
1440,11.5
1441,10.0
1442,7.5
1443,11.8
1444,10.1
1445,6.7
1446,13.4
1447,13.2
1448,10.7
1449,9.3
1450,8.0
1451,9.5
1452,8.1
1453,8.4
1454,9.7
1455,6.6
1456,11.2
1457,7.7
1458,10.5
1459,11.8
1460,15.9
1461,14.8
1462,4.3
1463,12.0
1464,11.6
1465,13.1
1466,9.3
1467,14.8
1468,8.1
1469,9.6
1470,7.2
1471,12.6
1472,13.2
1473,8.7
1474,4.3
1475,10.2
1476,9.8
1477,6.7
1478,11.2
1479,7.3
1480,10.2
1481,10.3
1482,10.1
1483,8.9
1484,10.6
1485,16.5
1486,10.7
1487,9.2
1488,10.5
1489,11.1
1490,11.5
1491,9.7
1492,10.7
1493,9.9
1494,8.3
1495,12.7
1496,11.2
1497,4.2
1498,7.5
1499,9.2
1500,9.4
1501,8.9
1502,6.6
1503,14.5
1504,11.4
1505,9.3
1506,13.1
1507,7.3
1508,10.9
1509,6.9
1510,7.4
1511,7.8
1512,10.5
1513,10.7
1514,10.6
1515,8.3
1516,14.5
1517,6.1
1518,10.3
1519,10.3
1520,10.1
1521,7.0
1522,8.9
1523,6.8
1524,9.6
1525,10.0
1526,8.9
1527,9.2
1528,8.7
1529,11.8
1530,12.3
1531,6.1
1532,6.7
1533,12.5
1534,14.5
1535,10.5
1536,9.1
1537,7.7
1538,8.7
1539,9.3
1540,5.9
1541,9.4
1542,9.8
1543,9.7
1544,12.5
1545,8.0
1546,10.4
1547,12.3
1548,10.9
1549,9.3
1550,14.1
1551,8.3
1552,10.0
1553,12.6
1554,5.3
1555,12.1
1556,7.2
1557,10.8
1558,10.1
1559,12.1
1560,9.5
1561,12.0
1562,4.4
1563,10.4
1564,7.2
1565,10.6
1566,10.4
1567,4.4
1568,8.7
1569,13.0
1570,11.0
1571,10.6
1572,9.6
1573,8.6
1574,7.4
1575,8.5
1576,13.0
1577,7.9
1578,8.9
1579,7.4
1580,11.6
1581,13.0
1582,9.9
1583,10.3
1584,10.1
1585,14.0
1586,9.5
1587,8.5
1588,5.4
1589,7.5
1590,9.8
1591,13.2
1592,12.0
1593,10.6
1594,10.6
1595,10.2
1596,9.7
1597,4.3
1598,11.1
1599,6.7
1600,12.9
1601,9.1
1602,13.7
1603,10.7
1604,11.4
1605,8.3
1606,10.5
1607,6.7
1608,9.6
1609,8.0
1610,9.9
1611,10.4
1612,10.9
1613,13.1
1614,6.2
1615,6.7
1616,9.5
1617,7.2
1618,11.1
1619,7.4
1620,10.8
1621,13.6
1622,9.7
1623,10.9
1624,9.6
1625,10.5
1626,13.7
1627,9.9
1628,15.4
1629,9.3
1630,11.6
1631,4.4
1632,9.0
1633,8.4
1634,8.0
1635,13.0
1636,11.0
1637,7.4
1638,9.6
1639,11.9
1640,10.6
1641,5.5
1642,10.7
1643,11.8
1644,7.3
1645,8.7
1646,7.9
1647,9.2
1648,9.7
1649,11.2
1650,6.5
1651,10.4
1652,9.6
1653,9.8
1654,11.1
1655,13.4
1656,8.5
1657,10.9
1658,10.1
1659,9.9
1660,7.4
1661,10.9
1662,10.7
1663,10.7
1664,4.6
1665,12.1
1666,10.7
1667,7.0
1668,10.4
1669,9.1
1670,11.0
1671,8.6
1672,11.4
1673,8.4
1674,10.9
1675,9.9
1676,11.0
1677,10.0
1678,10.7
1679,12.0
1680,11.8
1681,9.4
1682,11.5
1683,10.8
1684,11.2
1685,7.4
1686,10.7
1687,7.8
1688,9.5
1689,10.2
1690,7.7
1691,4.2
1692,15.4
1693,13.6
1694,8.4
1695,11.8
1696,12.2
1697,8.1
1698,13.6
1699,6.2
1700,9.3
1701,11.6
1702,14.4
1703,8.7
1704,8.0
1705,8.7
1706,10.8
1707,10.8
1708,12.9
1709,5.6
1710,10.4
1711,7.3
1712,16.4
1713,8.9
1714,9.9
1715,4.3
1716,8.2
1717,11.8
1718,4.5
1719,9.8
1720,14.0
1721,7.3
1722,7.0
1723,10.4
1724,13.8
1725,7.3
1726,6.9
1727,13.1
1728,11.2
1729,7.5
1730,10.6
1731,9.0
1732,8.6
1733,10.7
1734,10.8
1735,10.4
1736,11.7
1737,13.6
1738,6.3
1739,6.6
1740,11.1
1741,11.5
1742,7.2
1743,9.7
1744,10.0
1745,5.9
1746,11.1
1747,10.3
1748,7.3
1749,11.4
1750,8.8
1751,11.2
1752,7.5
1753,12.6
1754,9.1
1755,13.3
1756,12.6
1757,9.6
1758,9.9
1759,8.4
1760,12.0
1761,9.9
1762,9.9
1763,13.8
1764,9.5
1765,9.8
1766,11.5
1767,8.8
1768,8.0
1769,7.6
1770,8.9
1771,10.7
1772,11.5
1773,8.4
1774,10.5
1775,14.6
1776,14.8
1777,11.7
1778,9.2
1779,10.9
1780,11.0
1781,9.5
1782,11.4
1783,12.0
1784,15.1
1785,13.4
1786,13.7
1787,11.0
1788,11.2
1789,8.6
1790,13.8
1791,7.9
1792,6.2
1793,10.5
1794,12.6
1795,10.4
1796,12.2
1797,9.1
1798,4.2
1799,9.5
1800,13.7
1801,11.4
1802,14.1
1803,10.7
1804,10.0
1805,9.1
1806,11.4
1807,9.4
1808,12.6
1809,7.5
1810,7.4
1811,11.3
1812,10.7
1813,9.2
1814,9.9
1815,10.5
1816,11.1
1817,12.6
1818,4.5
1819,11.1
1820,7.4
1821,6.9
1822,8.6
1823,11.6
1824,9.8
1825,11.7
1826,11.8
1827,10.9
1828,10.9
1829,9.7
1830,10.8
1831,11.1
1832,10.9
1833,14.0
1834,6.3
1835,11.7
1836,11.6
1837,8.7
1838,11.2
1839,10.7
1840,8.4
1841,8.3
1842,9.0
1843,10.4
1844,10.6
1845,8.6
1846,6.4
1847,10.5
1848,8.8
1849,11.4
1850,10.6
1851,8.9
1852,10.1
1853,7.5
1854,7.6
1855,10.0
1856,11.5
1857,10.6
1858,11.1
1859,14.6
1860,12.3
1861,8.5
1862,6.1
1863,10.7
1864,10.1
1865,11.2
1866,12.0
1867,10.2
1868,11.9
1869,10.0
1870,11.7
1871,9.7
1872,15.2
1873,10.4
1874,14.7
1875,6.7
1876,11.1
1877,9.8
1878,11.4
1879,11.5
1880,9.6
1881,12.9
1882,6.5
1883,7.4
1884,10.7
1885,10.1
1886,9.1
1887,10.5
1888,6.6
1889,14.2
1890,7.0
1891,6.7
1892,9.9
1893,7.3
1894,7.8
1895,10.3
1896,8.5
1897,8.4
1898,16.1
1899,8.3
1900,7.1
1901,11.0
1902,9.8
1903,6.1
1904,14.6
1905,13.9
1906,9.9
1907,4.8
1908,12.3
1909,11.2
1910,10.0
1911,11.1
1912,10.5
1913,12.0
1914,7.9
1915,8.3
1916,9.8
1917,9.0
1918,10.0
1919,10.0
1920,10.1
1921,11.3
1922,9.7
1923,9.2
1924,6.7
1925,12.2
1926,10.9
1927,12.8
1928,10.1
1929,10.2
1930,11.8
1931,12.7
1932,5.3
1933,12.9
1934,9.1
1935,12.7
1936,10.4
1937,9.9
1938,7.7
1939,6.5
1940,10.9
1941,10.1
1942,10.6
1943,5.6
1944,9.8
1945,6.2
1946,10.5
1947,11.3
1948,10.7
1949,10.2
1950,13.1
1951,10.6
1952,10.2
1953,9.4
1954,9.7
1955,7.6
1956,8.9
1957,6.4
1958,12.7
1959,6.7
1960,9.6
1961,10.9
1962,9.8
1963,9.3
1964,7.3
1965,5.1
1966,12.0
1967,9.1
1968,6.7
1969,11.1
1970,9.8
1971,13.7
1972,9.2
1973,11.6
1974,9.5
1975,6.3
1976,11.1
1977,7.8
1978,12.9
1979,12.5
1980,6.9
1981,5.5
1982,11.3
1983,5.5
1984,10.3
1985,10.4
1986,10.2
1987,8.4
1988,5.1
1989,8.8
1990,11.3
1991,7.2
1992,11.4
1993,10.2
1994,10.6
1995,11.7
1996,4.1
1997,11.9
1998,10.6
1999,7.6
2000,10.4
2001,12.3
2002,8.8
2003,5.9
2004,10.9
2005,7.9
2006,9.7
2007,8.9
2008,6.1
2009,9.6
2010,7.6
2011,11.3
2012,11.8
2013,8.1
2014,6.7
2015,7.3
2016,8.9
2017,11.9
2018,9.6
2019,11.4
2020,9.9
2021,13.8
2022,10.9
2023,6.6
2024,8.8
2025,7.0
2026,9.3
2027,11.7
2028,11.1
2029,10.6
2030,7.5
2031,10.8
2032,6.1
2033,8.9
2034,11.9
2035,9.0
2036,8.3
2037,12.2
2038,11.5
2039,14.7
2040,10.8
2041,9.8
2042,6.4
2043,11.1
2044,9.8
2045,9.5
2046,11.8
2047,4.4
2048,6.2
2049,11.6
2050,13.0
2051,8.9
2052,9.7
2053,14.2
2054,10.2
2055,13.2
2056,7.0
2057,10.7
2058,16.3
2059,6.7
2060,11.0
2061,12.2
2062,14.0
2063,7.8
2064,11.7
2065,10.8
2066,13.9
2067,10.1
2068,9.4
2069,12.2
2070,9.4
2071,9.7
2072,11.3
2073,11.7
2074,10.6
2075,7.3
2076,7.2
2077,8.2
2078,9.7
2079,17.2
2080,11.6
2081,12.4
2082,13.8
2083,8.6
2084,10.5
2085,6.1
2086,10.6
2087,11.1
2088,9.3
2089,10.5
2090,11.4
2091,12.2
2092,12.9
2093,11.9
2094,10.9
2095,9.1
2096,11.2
2097,9.4
2098,10.1
2099,10.1
2100,12.0
2101,11.4
2102,10.4
2103,9.6
2104,10.2
2105,11.8
2106,12.4
2107,11.8
2108,12.2
2109,14.1
2110,11.2
2111,12.4
2112,8.7
2113,10.9
2114,10.7
2115,10.2
2116,11.5
2117,9.6
2118,12.8
2119,11.7
2120,13.5
2121,11.1
2122,8.2
2123,11.2
2124,10.7
2125,9.4
2126,5.2
2127,11.1
2128,13.3
2129,11.7
2130,10.1
2131,7.9
2132,9.1
2133,9.8
2134,7.3
2135,4.6
2136,10.7
2137,7.0
2138,8.3
2139,8.8
2140,10.3
